date;temperature_F;total_sales_RS;temperature_C
Wednesday/October 1/2008;76;40.467;24
Thursday/October 2/2008;75;39.858;23
Friday/October 3/2008;93;47.709;34
Saturday/October 4/2008;93;47.100;33
Sunday/October 5/2008;94;47.708;34
Monday/October 6/2008;93;47.099;33
Tuesday/October 7/2008;94;47.707;34
Wednesday/October 8/2008;94;47.706;34
Thursday/October 9/2008;94;47.705;34
Friday/October 10/2008;92;47.096;33
Saturday/October 11/2008;91;46.487;32
Sunday/October 12/2008;91;46.486;32
Monday/October 13/2008;93;47.094;33
Tuesday/October 14/2008;94;47.702;34
Wednesday/October 15/2008;96;48.310;35
Thursday/October 16/2008;91;46.483;32
Friday/October 17/2008;94;47.700;34
Saturday/October 18/2008;92;47.089;33
Sunday/October 19/2008;95;48.304;35
Monday/October 20/2008;96;48.303;35
Tuesday/October 21/2008;93;47.693;34
Wednesday/October 22/2008;95;47.692;34
Thursday/October 23/2008;92;47.081;33
Friday/October 24/2008;96;48.299;35
Saturday/October 25/2008;90;46.472;32
Sunday/October 26/2008;90;46.471;32
Monday/October 27/2008;95;48.298;35
Tuesday/October 28/2008;92;47.080;33
Wednesday/October 29/2008;96;48.297;35
Thursday/October 30/2008;97;48.297;35
Friday/October 31/2008;93;47.079;33
Saturday/November 1/2008;94;47.688;34
Sunday/November 2/2008;72;39.236;22
Monday/November 3/2008;72;39.236;22
Tuesday/November 4/2008;94;47.687;34
Wednesday/November 5/2008;93;47.687;34
Thursday/November 6/2008;93;47.687;34
Friday/November 7/2008;92;47.076;33
Saturday/November 8/2008;94;47.685;34
Sunday/November 9/2008;73;39.841;23
Monday/November 10/2008;97;48.900;36
Tuesday/November 11/2008;93;47.073;33
Wednesday/November 12/2008;95;48.290;35
Thursday/November 13/2008;94;47.680;34
Friday/November 14/2008;94;47.679;34
Saturday/November 15/2008;93;47.679;34
Sunday/November 16/2008;96;48.288;35
Monday/November 17/2008;92;47.069;33
Tuesday/November 18/2008;91;47.068;33
Wednesday/November 19/2008;93;47.067;33
Thursday/November 20/2008;94;47.673;34
Friday/November 21/2008;94;47.673;34
Saturday/November 22/2008;93;47.063;33
Sunday/November 23/2008;93;47.063;33
Monday/November 24/2008;94;47.671;34
Tuesday/November 25/2008;92;47.060;33
Wednesday/November 26/2008;98;48.886;36
Thursday/November 27/2008;91;46.449;32
Friday/November 28/2008;95;47.667;34
Saturday/November 29/2008;94;47.667;34
Sunday/November 30/2008;73;39.222;22
Monday/December 1/2008;95;47.664;34
Tuesday/December 2/2008;94;47.664;34
Wednesday/December 3/2008;90;46.444;32
Thursday/December 4/2008;96;48.271;35
Friday/December 5/2008;92;47.052;33
Saturday/December 6/2008;90;46.441;32
Sunday/December 7/2008;95;48.266;35
Monday/December 8/2008;92;47.048;33
Tuesday/December 9/2008;91;46.438;32
Wednesday/December 10/2008;93;47.046;33
Thursday/December 11/2008;95;47.654;34
Friday/December 12/2008;93;47.654;34
Saturday/December 13/2008;95;47.654;34
Sunday/December 14/2008;95;47.653;34
Monday/December 15/2008;94;47.653;34
Tuesday/December 16/2008;96;48.259;35
Wednesday/December 17/2008;95;47.650;34
Thursday/December 18/2008;93;47.649;34
Friday/December 19/2008;92;47.040;33
Saturday/December 20/2008;96;48.257;35
Sunday/December 21/2008;75;39.822;23
Monday/December 22/2008;90;46.430;32
Tuesday/December 23/2008;92;47.039;33
Wednesday/December 24/2008;93;47.648;34
Thursday/December 25/2008;98;48.864;36
Friday/December 26/2008;93;47.646;34
Saturday/December 27/2008;92;47.037;33
Sunday/December 28/2008;97;48.863;36
Monday/December 29/2008;92;47.036;33
Tuesday/December 30/2008;93;47.645;34
Wednesday/December 31/2008;94;47.644;34
Thursday/January 1/2009;75;39.818;23
Friday/January 2/2009;94;47.643;34
Saturday/January 3/2009;94;47.642;34
Sunday/January 4/2009;96;48.251;35
Monday/January 5/2009;93;47.032;33
Tuesday/January 6/2009;92;47.031;33
Wednesday/January 7/2009;91;46.421;32
Thursday/January 8/2009;93;47.639;34
Friday/January 9/2009;94;47.639;34
Saturday/January 10/2009;95;47.634;34
Sunday/January 11/2009;93;47.025;33
Monday/January 12/2009;74;39.814;23
Tuesday/January 13/2009;74;39.814;23
Wednesday/January 14/2009;98;48.851;36
Thursday/January 15/2009;92;47.024;33
Friday/January 16/2009;94;47.632;34
Saturday/January 17/2009;92;47.023;33
Sunday/January 18/2009;94;47.629;34
Monday/January 19/2009;73;39.202;22
Tuesday/January 20/2009;93;47.627;34
Wednesday/January 21/2009;97;48.236;35
Thursday/January 22/2009;95;48.235;35
Friday/January 23/2009;94;47.626;34
Saturday/January 24/2009;94;47.624;34
Sunday/January 25/2009;76;40.417;24
Monday/January 26/2009;96;48.231;35
Tuesday/January 27/2009;94;47.622;34
Wednesday/January 28/2009;94;47.621;34
Thursday/January 29/2009;93;47.012;33
Friday/January 30/2009;94;47.620;34
Saturday/January 31/2009;92;47.010;33
Sunday/February 1/2009;97;48.228;35
Monday/February 2/2009;94;47.618;34
Tuesday/February 3/2009;96;48.226;35
Wednesday/February 4/2009;91;47.008;33
Thursday/February 5/2009;92;47.006;33
Friday/February 6/2009;95;47.614;34
Saturday/February 7/2009;97;48.832;36
Sunday/February 8/2009;92;47.004;33
Monday/February 9/2009;98;48.830;36
Tuesday/February 10/2009;76;40.408;24
Wednesday/February 11/2009;95;47.611;34
Thursday/February 12/2009;93;47.001;33
Friday/February 13/2009;94;47.610;34
Saturday/February 14/2009;96;48.217;35
Sunday/February 15/2009;91;46.390;32
Monday/February 16/2009;75;40.407;24
Tuesday/February 17/2009;93;46.997;33
Wednesday/February 18/2009;98;48.824;36
Thursday/February 19/2009;94;47.605;34
Friday/February 20/2009;96;48.212;35
Saturday/February 21/2009;96;48.210;35
Sunday/February 22/2009;93;46.990;33
Monday/February 23/2009;93;46.990;33
Tuesday/February 24/2009;95;47.599;34
Wednesday/February 25/2009;89;45.771;31
Thursday/February 26/2009;94;47.595;34
Friday/February 27/2009;75;39.794;23
Saturday/February 28/2009;90;46.376;32
Sunday/March 1/2009;92;46.985;33
Monday/March 2/2009;93;46.984;33
Tuesday/March 3/2009;90;46.375;32
Wednesday/March 4/2009;93;47.593;34
Thursday/March 5/2009;75;40.401;24
Friday/March 6/2009;93;46.983;33
Saturday/March 7/2009;93;47.591;34
Sunday/March 8/2009;93;46.982;33
Monday/March 9/2009;89;45.763;31
Tuesday/March 10/2009;99;49.417;37
Wednesday/March 11/2009;77;40.399;24
Thursday/March 12/2009;92;46.980;33
Friday/March 13/2009;94;47.589;34
Saturday/March 14/2009;95;47.589;34
Sunday/March 15/2009;91;46.371;32
Monday/March 16/2009;90;46.370;32
Tuesday/March 17/2009;94;47.582;34
Wednesday/March 18/2009;91;46.973;33
Thursday/March 19/2009;92;46.971;33
Friday/March 20/2009;96;48.189;35
Saturday/March 21/2009;94;47.580;34
Sunday/March 22/2009;96;48.188;35
Monday/March 23/2009;98;48.796;36
Tuesday/March 24/2009;91;46.360;32
Wednesday/March 25/2009;94;47.578;34
Thursday/March 26/2009;93;46.967;33
Friday/March 27/2009;74;39.782;23
Saturday/March 28/2009;73;39.173;22
Sunday/March 29/2009;93;46.964;33
Monday/March 30/2009;93;46.963;33
Tuesday/March 31/2009;90;46.354;32
Wednesday/April 1/2009;98;48.789;36
Thursday/April 2/2009;94;47.571;34
Friday/April 3/2009;73;39.170;22
Saturday/April 4/2009;92;46.958;33
Sunday/April 5/2009;93;46.958;33
Monday/April 6/2009;92;46.958;33
Tuesday/April 7/2009;91;46.348;32
Wednesday/April 8/2009;92;46.956;33
Thursday/April 9/2009;91;46.345;32
Friday/April 10/2009;89;45.734;31
Saturday/April 11/2009;94;47.561;34
Sunday/April 12/2009;94;47.561;34
Monday/April 13/2009;94;47.561;34
Tuesday/April 14/2009;91;46.342;32
Wednesday/April 15/2009;93;47.559;34
Thursday/April 16/2009;93;47.558;34
Friday/April 17/2009;93;46.949;33
Saturday/April 18/2009;91;46.340;32
Sunday/April 19/2009;92;46.947;33
Monday/April 20/2009;93;47.555;34
Tuesday/April 21/2009;89;45.727;31
Wednesday/April 22/2009;91;46.945;33
Thursday/April 23/2009;95;47.549;34
Friday/April 24/2009;90;46.328;32
Saturday/April 25/2009;92;46.936;33
Sunday/April 26/2009;91;46.327;32
Monday/April 27/2009;93;46.935;33
Tuesday/April 28/2009;94;47.544;34
Wednesday/April 29/2009;92;46.934;33
Thursday/April 30/2009;90;46.323;32
Friday/May 1/2009;93;46.930;33
Saturday/May 2/2009;89;45.711;31
Sunday/May 3/2009;90;46.319;32
Monday/May 4/2009;76;40.366;24
Tuesday/May 5/2009;89;45.706;31
Wednesday/May 6/2009;95;47.533;34
Thursday/May 7/2009;93;47.533;34
Friday/May 8/2009;89;45.706;31
Saturday/May 9/2009;91;46.314;32
Sunday/May 10/2009;74;39.755;23
Monday/May 11/2009;95;47.531;34
Tuesday/May 12/2009;95;48.140;35
Wednesday/May 13/2009;92;46.921;33
Thursday/May 14/2009;94;47.529;34
Friday/May 15/2009;93;47.529;34
Saturday/May 16/2009;90;46.311;32
Sunday/May 17/2009;92;46.919;33
Monday/May 18/2009;95;48.135;35
Tuesday/May 19/2009;92;46.917;33
Wednesday/May 20/2009;92;46.916;33
Thursday/May 21/2009;74;39.751;23
Friday/May 22/2009;72;39.140;22
Saturday/May 23/2009;95;47.523;34
Sunday/May 24/2009;95;47.522;34
Monday/May 25/2009;94;47.522;34
Tuesday/May 26/2009;92;46.912;33
Wednesday/May 27/2009;94;47.519;34
Thursday/May 28/2009;75;39.749;23
Friday/May 29/2009;92;46.909;33
Saturday/May 30/2009;94;47.518;34
Sunday/May 31/2009;92;46.908;33
Monday/June 1/2009;96;48.125;35
Tuesday/June 2/2009;93;46.907;33
Wednesday/June 3/2009;92;46.903;33
Thursday/June 4/2009;95;47.512;34
Friday/June 5/2009;94;47.511;34
Saturday/June 6/2009;94;47.511;34
Sunday/June 7/2009;92;46.902;33
Monday/June 8/2009;89;45.683;31
Tuesday/June 9/2009;94;47.509;34
Wednesday/June 10/2009;93;47.508;34
Thursday/June 11/2009;92;46.897;33
Friday/June 12/2009;94;47.506;34
Saturday/June 13/2009;91;46.287;32
Sunday/June 14/2009;93;47.504;34
Monday/June 15/2009;92;46.895;33
Tuesday/June 16/2009;92;46.894;33
Wednesday/June 17/2009;97;48.112;35
Thursday/June 18/2009;91;46.283;32
Friday/June 19/2009;92;46.892;33
Saturday/June 20/2009;97;48.719;36
Sunday/June 21/2009;93;46.892;33
Monday/June 22/2009;90;46.282;32
Tuesday/June 23/2009;93;47.496;34
Wednesday/June 24/2009;95;47.495;34
Thursday/June 25/2009;90;46.277;32
Friday/June 26/2009;90;46.277;32
Saturday/June 27/2009;90;46.276;32
Sunday/June 28/2009;75;39.729;23
Monday/June 29/2009;97;48.711;36
Tuesday/June 30/2009;95;48.102;35
Wednesday/July 1/2009;91;46.884;33
Thursday/July 2/2009;90;46.274;32
Friday/July 3/2009;93;46.882;33
Saturday/July 4/2009;93;47.490;34
Sunday/July 5/2009;89;45.663;31
Monday/July 6/2009;91;46.272;32
Tuesday/July 7/2009;92;46.881;33
Wednesday/July 8/2009;91;46.271;32
Thursday/July 9/2009;76;40.332;24
Friday/July 10/2009;93;46.879;33
Saturday/July 11/2009;90;46.269;32
Sunday/July 12/2009;90;46.269;32
Monday/July 13/2009;92;46.877;33
Tuesday/July 14/2009;93;46.876;33
Wednesday/July 15/2009;73;39.111;22
Thursday/July 16/2009;92;46.873;33
Friday/July 17/2009;94;47.481;34
Saturday/July 18/2009;94;47.481;34
Sunday/July 19/2009;89;45.653;31
Monday/July 20/2009;91;46.261;32
Tuesday/July 21/2009;72;39.108;22
Wednesday/July 22/2009;95;47.478;34
Thursday/July 23/2009;96;48.087;35
Friday/July 24/2009;91;46.259;32
Saturday/July 25/2009;92;46.868;33
Sunday/July 26/2009;93;46.868;33
Monday/July 27/2009;94;47.475;34
Tuesday/July 28/2009;93;46.865;33
Wednesday/July 29/2009;95;47.473;34
Thursday/July 30/2009;90;46.255;32
Friday/July 31/2009;90;46.254;32
Saturday/August 1/2009;91;46.253;32
Sunday/August 2/2009;92;46.861;33
Monday/August 3/2009;93;47.469;34
Tuesday/August 4/2009;91;46.251;32
Wednesday/August 5/2009;96;48.077;35
Thursday/August 6/2009;73;39.094;22
Friday/August 7/2009;75;39.703;23
Saturday/August 8/2009;92;46.859;33
Sunday/August 9/2009;89;45.640;31
Monday/August 10/2009;92;46.857;33
Tuesday/August 11/2009;96;48.075;35
Wednesday/August 12/2009;93;46.857;33
Thursday/August 13/2009;72;39.090;22
Friday/August 14/2009;72;39.089;22
Saturday/August 15/2009;96;48.074;35
Sunday/August 16/2009;91;46.246;32
Monday/August 17/2009;93;47.463;34
Tuesday/August 18/2009;90;46.244;32
Wednesday/August 19/2009;97;48.680;36
Thursday/August 20/2009;92;46.850;33
Friday/August 21/2009;94;47.458;34
Saturday/August 22/2009;95;48.067;35
Sunday/August 23/2009;95;47.457;34
Monday/August 24/2009;93;46.847;33
Tuesday/August 25/2009;74;39.692;23
Wednesday/August 26/2009;75;40.300;24
Thursday/August 27/2009;93;46.845;33
Friday/August 28/2009;92;46.845;33
Saturday/August 29/2009;91;46.236;32
Sunday/August 30/2009;91;46.845;33
Monday/August 31/2009;91;46.236;32
Tuesday/September 1/2009;93;47.451;34
Wednesday/September 2/2009;91;46.232;32
Thursday/September 3/2009;93;46.841;33
Friday/September 4/2009;93;46.840;33
Saturday/September 5/2009;88;45.622;31
Sunday/September 6/2009;76;40.291;24
Monday/September 7/2009;94;47.446;34
Tuesday/September 8/2009;91;46.227;32
Wednesday/September 9/2009;95;48.054;35
Thursday/September 10/2009;93;46.835;33
Friday/September 11/2009;94;47.444;34
Saturday/September 12/2009;89;45.614;31
Sunday/September 13/2009;90;46.222;32
Monday/September 14/2009;94;47.440;34
Tuesday/September 15/2009;89;45.613;31
Wednesday/September 16/2009;95;47.440;34
Thursday/September 17/2009;75;39.662;23
Friday/September 18/2009;95;48.048;35
Saturday/September 19/2009;94;47.439;34
Sunday/September 20/2009;94;47.438;34
Monday/September 21/2009;91;46.219;32
Tuesday/September 22/2009;90;46.219;32
Wednesday/September 23/2009;72;39.048;22
Thursday/September 24/2009;77;40.264;24
Friday/September 25/2009;88;45.609;31
Saturday/September 26/2009;95;48.045;35
Sunday/September 27/2009;89;45.609;31
Monday/September 28/2009;91;46.218;32
Tuesday/September 29/2009;90;46.216;32
Wednesday/September 30/2009;73;39.040;22
Thursday/October 1/2009;91;46.215;32
Friday/October 2/2009;94;47.433;34
Saturday/October 3/2009;92;46.823;33
Sunday/October 4/2009;97;48.649;36
Monday/October 5/2009;91;46.212;32
Tuesday/October 6/2009;93;46.821;33
Wednesday/October 7/2009;95;48.038;35
Thursday/October 8/2009;93;46.820;33
Friday/October 9/2009;94;47.427;34
Saturday/October 10/2009;90;46.208;32
Sunday/October 11/2009;96;48.032;35
Monday/October 12/2009;93;46.814;33
Tuesday/October 13/2009;92;46.812;33
Wednesday/October 14/2009;93;47.421;34
Thursday/October 15/2009;94;47.419;34
Friday/October 16/2009;94;47.416;34
Saturday/October 17/2009;98;48.633;36
Sunday/October 18/2009;95;48.024;35
Monday/October 19/2009;92;46.806;33
Tuesday/October 20/2009;88;45.588;31
Wednesday/October 21/2009;76;40.246;24
Thursday/October 22/2009;89;45.584;31
Friday/October 23/2009;94;47.411;34
Saturday/October 24/2009;96;48.019;35
Sunday/October 25/2009;92;46.800;33
Monday/October 26/2009;91;46.190;32
Tuesday/October 27/2009;76;40.234;24
Wednesday/October 28/2009;92;46.798;33
Thursday/October 29/2009;89;45.580;31
Friday/October 30/2009;91;46.188;32
Saturday/October 31/2009;94;47.406;34
Sunday/November 1/2009;94;47.403;34
Monday/November 2/2009;93;46.793;33
Tuesday/November 3/2009;91;46.183;32
Wednesday/November 4/2009;91;46.183;32
Thursday/November 5/2009;95;47.401;34
Friday/November 6/2009;93;46.791;33
Saturday/November 7/2009;55;39.001;22
Sunday/November 8/2009;91;46.181;32
Monday/November 9/2009;93;46.790;33
Tuesday/November 10/2009;92;46.790;33
Wednesday/November 11/2009;94;47.398;34
Thursday/November 12/2009;92;46.788;33
Friday/November 13/2009;93;47.395;34
Saturday/November 14/2009;94;47.395;34
Sunday/November 15/2009;92;46.785;33
Monday/November 16/2009;93;46.784;33
Tuesday/November 17/2009;93;47.392;34
Wednesday/November 18/2009;76;40.214;24
Thursday/November 19/2009;95;47.391;34
Friday/November 20/2009;90;46.172;32
Saturday/November 21/2009;93;46.780;33
Sunday/November 22/2009;97;48.607;36
Monday/November 23/2009;96;47.997;35
Tuesday/November 24/2009;92;46.777;33
Wednesday/November 25/2009;94;47.386;34
Thursday/November 26/2009;92;46.777;33
Friday/November 27/2009;92;46.776;33
Saturday/November 28/2009;95;47.994;35
Sunday/November 29/2009;54;38.974;22
Monday/November 30/2009;89;45.556;31
Tuesday/December 1/2009;93;46.774;33
Wednesday/December 2/2009;95;47.382;34
Thursday/December 3/2009;93;46.773;33
Friday/December 4/2009;89;45.555;31
Saturday/December 5/2009;75;40.192;24
Sunday/December 6/2009;96;47.990;35
Monday/December 7/2009;92;46.772;33
Tuesday/December 8/2009;96;47.989;35
Wednesday/December 9/2009;94;47.380;34
Thursday/December 10/2009;89;45.553;31
Friday/December 11/2009;95;47.377;34
Saturday/December 12/2009;89;45.550;31
Sunday/December 13/2009;91;46.159;32
Monday/December 14/2009;90;46.159;32
Tuesday/December 15/2009;93;46.767;33
Wednesday/December 16/2009;93;46.766;33
Thursday/December 17/2009;93;47.374;34
Friday/December 18/2009;92;46.764;33
Saturday/December 19/2009;90;46.155;32
Sunday/December 20/2009;91;46.154;32
Monday/December 21/2009;99;48.590;36
Tuesday/December 22/2009;96;47.980;35
Wednesday/December 23/2009;92;46.762;33
Thursday/December 24/2009;92;46.761;33
Friday/December 25/2009;91;46.152;32
Saturday/December 26/2009;93;46.760;33
Sunday/December 27/2009;91;46.151;32
Monday/December 28/2009;90;46.151;32
Tuesday/December 29/2009;95;47.369;34
Wednesday/December 30/2009;91;46.150;32
Thursday/December 31/2009;91;46.147;32
Friday/January 1/2010;94;47.365;34
Saturday/January 2/2010;89;45.537;31
Sunday/January 3/2010;94;47.364;34
Monday/January 4/2010;91;46.755;33
Tuesday/January 5/2010;94;47.363;34
Wednesday/January 6/2010;92;46.754;33
Thursday/January 7/2010;95;47.972;35
Friday/January 8/2010;95;47.969;35
Saturday/January 9/2010;93;46.751;33
Sunday/January 10/2010;91;46.141;32
Monday/January 11/2010;91;46.749;33
Tuesday/January 12/2010;94;47.358;34
Wednesday/January 13/2010;94;47.357;34
Thursday/January 14/2010;89;45.529;31
Friday/January 15/2010;94;47.356;34
Saturday/January 16/2010;90;46.136;32
Sunday/January 17/2010;95;47.354;34
Monday/January 18/2010;96;47.962;35
Tuesday/January 19/2010;93;46.743;33
Wednesday/January 20/2010;93;47.351;34
Thursday/January 21/2010;91;46.132;32
Friday/January 22/2010;94;47.350;34
Saturday/January 23/2010;93;47.350;34
Sunday/January 24/2010;90;46.132;32
Monday/January 25/2010;90;45.521;31
Tuesday/January 26/2010;91;46.129;32
Wednesday/January 27/2010;91;46.129;32
Thursday/January 28/2010;91;46.129;32
Friday/January 29/2010;92;46.738;33
Saturday/January 30/2010;56;39.536;23
Sunday/January 31/2010;55;38.926;22
Monday/February 1/2010;88;45.516;31
Tuesday/February 2/2010;94;47.343;34
Wednesday/February 3/2010;92;46.733;33
Thursday/February 4/2010;95;47.341;34
Friday/February 5/2010;92;46.731;33
Saturday/February 6/2010;92;46.729;33
Sunday/February 7/2010;96;47.946;35
Monday/February 8/2010;97;48.550;36
Tuesday/February 9/2010;95;47.332;34
Wednesday/February 10/2010;95;47.329;34
Thursday/February 11/2010;90;46.110;32
Friday/February 12/2010;91;46.108;32
Saturday/February 13/2010;91;46.107;32
Sunday/February 14/2010;93;47.323;34
Monday/February 15/2010;92;46.713;33
Tuesday/February 16/2010;94;47.318;34
Wednesday/February 17/2010;95;47.318;34
Thursday/February 18/2010;96;47.926;35
Friday/February 19/2010;94;47.317;34
Saturday/February 20/2010;93;46.708;33
Sunday/February 21/2010;95;47.921;35
Monday/February 22/2010;91;46.092;32
Tuesday/February 23/2010;91;46.700;33
Wednesday/February 24/2010;91;46.089;32
Thursday/February 25/2010;93;46.697;33
Friday/February 26/2010;94;47.304;34
Saturday/February 27/2010;95;47.303;34
Sunday/February 28/2010;92;46.694;33
Monday/March 1/2010;93;46.693;33
Tuesday/March 2/2010;92;46.693;33
Wednesday/March 3/2010;92;46.688;33
Thursday/March 4/2010;92;46.686;33
Friday/March 5/2010;91;46.077;32
Saturday/March 6/2010;95;47.295;34
Sunday/March 7/2010;94;47.295;34
Monday/March 8/2010;91;46.073;32
Tuesday/March 9/2010;94;47.291;34
Wednesday/March 10/2010;97;48.505;36
Thursday/March 11/2010;94;47.287;34
Friday/March 12/2010;94;47.284;34
Saturday/March 13/2010;96;47.887;35
Sunday/March 14/2010;98;48.496;36
Monday/March 15/2010;89;45.450;31
Tuesday/March 16/2010;93;47.277;34
Wednesday/March 17/2010;91;46.053;32
Thursday/March 18/2010;93;47.268;34
Friday/March 19/2010;93;46.659;33
Saturday/March 20/2010;91;46.049;32
Sunday/March 21/2010;93;46.655;33
Monday/March 22/2010;96;47.868;35
Tuesday/March 23/2010;93;46.649;33
Wednesday/March 24/2010;95;47.252;34
Thursday/March 25/2010;93;46.642;33
Friday/March 26/2010;91;46.031;32
Saturday/March 27/2010;95;47.247;34
Sunday/March 28/2010;91;46.010;32
Monday/March 29/2010;95;47.831;35
Tuesday/March 30/2010;92;46.612;33
Wednesday/March 31/2010;93;46.610;33
Thursday/April 1/2010;91;46.590;33
Friday/April 2/2010;92;46.584;33
Saturday/April 3/2010;90;45.972;32
Sunday/April 4/2010;89;45.356;31
Monday/April 5/2010;90;45.959;32
Tuesday/April 6/2010;89;45.342;31
Wednesday/April 7/2010;93;47.166;34
Thursday/April 8/2010;90;45.333;31
Friday/April 9/2010;95;47.157;34
Saturday/April 10/2010;90;45.932;32
Sunday/April 11/2010;88;45.321;31
Monday/April 12/2010;92;46.533;33
Tuesday/April 13/2010;90;45.922;32
Wednesday/April 14/2010;93;46.530;33
Thursday/April 15/2010;96;47.746;35
Friday/April 16/2010;93;46.527;33
Saturday/April 17/2010;54;38.860;22
Sunday/April 18/2010;90;45.918;32
Monday/April 19/2010;88;44.699;30
Tuesday/April 20/2010;90;45.916;32
Wednesday/April 21/2010;93;47.131;34
Thursday/April 22/2010;91;45.912;32
Friday/April 23/2010;55;38.859;22
Saturday/April 24/2010;91;45.903;32
Sunday/April 25/2010;92;46.511;33
Monday/April 26/2010;91;45.901;32
Tuesday/April 27/2010;92;46.509;33
Wednesday/April 28/2010;91;45.899;32
Thursday/April 29/2010;89;45.283;31
Friday/April 30/2010;91;45.891;32
Saturday/May 1/2010;92;46.498;33
Sunday/May 2/2010;89;45.277;31
Monday/May 3/2010;92;46.495;33
Tuesday/May 4/2010;91;46.487;33
Wednesday/May 5/2010;90;45.875;32
Thursday/May 6/2010;91;45.874;32
Friday/May 7/2010;90;45.866;32
Saturday/May 8/2010;94;47.083;34
Sunday/May 9/2010;90;45.854;32
Monday/May 10/2010;89;45.245;31
Tuesday/May 11/2010;90;45.243;31
Wednesday/May 12/2010;94;47.069;34
Thursday/May 13/2010;90;45.851;32
Friday/May 14/2010;90;45.849;32
Saturday/May 15/2010;87;44.631;30
Sunday/May 16/2010;92;46.455;33
Monday/May 17/2010;93;46.454;33
Tuesday/May 18/2010;91;45.844;32
Wednesday/May 19/2010;92;46.451;33
Thursday/May 20/2010;90;45.842;32
Friday/May 21/2010;87;44.624;30
Saturday/May 22/2010;91;45.841;32
Sunday/May 23/2010;93;46.448;33
Monday/May 24/2010;90;45.835;32
Tuesday/May 25/2010;94;47.053;34
Wednesday/May 26/2010;93;46.444;33
Thursday/May 27/2010;90;45.834;32
Friday/May 28/2010;90;45.832;32
Saturday/May 29/2010;94;47.047;34
Sunday/May 30/2010;90;45.220;31
Monday/May 31/2010;91;45.829;32
Tuesday/June 1/2010;89;45.219;31
Wednesday/June 2/2010;93;46.435;33
Thursday/June 3/2010;91;45.823;32
Friday/June 4/2010;92;46.431;33
Saturday/June 5/2010;94;47.037;34
Sunday/June 6/2010;90;45.814;32
Monday/June 7/2010;94;47.031;34
Tuesday/June 8/2010;90;45.807;32
Wednesday/June 9/2010;90;45.198;31
Thursday/June 10/2010;88;45.196;31
Friday/June 11/2010;91;45.803;32
Saturday/June 12/2010;91;45.803;32
Sunday/June 13/2010;93;46.409;33
Monday/June 14/2010;91;45.800;32
Tuesday/June 15/2010;92;46.407;33
Wednesday/June 16/2010;91;45.798;32
Thursday/June 17/2010;91;45.798;32
Friday/June 18/2010;90;45.187;31
Saturday/June 19/2010;89;45.187;31
Sunday/June 20/2010;93;46.404;33
Monday/June 21/2010;91;45.794;32
Tuesday/June 22/2010;88;45.183;31
Wednesday/June 23/2010;55;38.804;22
Thursday/June 24/2010;86;44.571;30
Friday/June 25/2010;95;47.615;35
Saturday/June 26/2010;86;44.569;30
Sunday/June 27/2010;90;45.786;32
Monday/June 28/2010;93;47.003;34
Tuesday/June 29/2010;89;45.172;31
Wednesday/June 30/2010;89;45.170;31
Thursday/July 1/2010;90;45.776;32
Friday/July 2/2010;92;46.384;33
Saturday/July 3/2010;90;45.774;32
Sunday/July 4/2010;55;38.796;22
Monday/July 5/2010;91;45.769;32
Tuesday/July 6/2010;92;46.377;33
Wednesday/July 7/2010;90;45.768;32
Thursday/July 8/2010;94;46.984;34
Friday/July 9/2010;93;46.375;33
Saturday/July 10/2010;92;46.368;33
Sunday/July 11/2010;90;45.758;32
Monday/July 12/2010;90;45.758;32
Tuesday/July 13/2010;89;45.148;31
Wednesday/July 14/2010;92;46.365;33
Thursday/July 15/2010;92;46.363;33
Friday/July 16/2010;89;45.142;31
Saturday/July 17/2010;90;45.751;32
Sunday/July 18/2010;90;45.750;32
Monday/July 19/2010;88;45.141;31
Tuesday/July 20/2010;89;45.139;31
Wednesday/July 21/2010;90;45.748;32
Thursday/July 22/2010;88;45.139;31
Friday/July 23/2010;89;45.138;31
Saturday/July 24/2010;89;45.135;31
Sunday/July 25/2010;89;45.132;31
Monday/July 26/2010;89;45.131;31
Tuesday/July 27/2010;95;46.958;34
Wednesday/July 28/2010;90;45.739;32
Thursday/July 29/2010;94;46.955;34
Friday/July 30/2010;94;46.948;34
Saturday/July 31/2010;90;45.725;32
Sunday/August 1/2010;91;45.725;32
Monday/August 2/2010;92;46.333;33
Tuesday/August 3/2010;89;45.114;31
Wednesday/August 4/2010;91;45.717;32
Thursday/August 5/2010;89;45.108;31
Friday/August 6/2010;91;45.716;32
Saturday/August 7/2010;90;45.716;32
Sunday/August 8/2010;89;45.106;31
Monday/August 9/2010;92;46.321;33
Tuesday/August 10/2010;91;45.712;32
Wednesday/August 11/2010;91;45.712;32
Thursday/August 12/2010;92;46.319;33
Friday/August 13/2010;90;45.709;32
Saturday/August 14/2010;94;46.925;34
Sunday/August 15/2010;91;45.707;32
Monday/August 16/2010;92;46.315;33
Tuesday/August 17/2010;92;46.315;33
Wednesday/August 18/2010;91;45.706;32
Thursday/August 19/2010;93;46.310;33
Friday/August 20/2010;80;42.047;26
Saturday/August 21/2010;90;45.701;32
Sunday/August 22/2010;92;46.309;33
Monday/August 23/2010;93;46.308;33
Tuesday/August 24/2010;89;45.087;31
Wednesday/August 25/2010;91;45.696;32
Thursday/August 26/2010;92;46.304;33
Friday/August 27/2010;92;46.303;33
Saturday/August 28/2010;91;45.694;32
Sunday/August 29/2010;93;46.299;33
