ID_Aluno,Idade,Tipo_escola,Escolaridade,Estado,Municipio,Trabalhando,Estudando,Concluiu_EAD,Aprender_EAD,Recursos,Disponibilidade_Tutoria,Disponibilidade_3_Meses,Pessoas_Casa,Renda_Familiar,Conheceu_PROA,Horario_Estudando,Data_Inscrição,Dias_Espera_Aprovacao,Dias_Espera_Inicio,Abandono_curso
224,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,8,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Manhã,21/09/2022,1.0,117,1
225,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Telecentro,Manhã,21/09/2022,0.0,117,0
226,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Indicação de ex-aluno do PROA ou atual,Já concluí,21/09/2022,5.0,117,0
230,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio das Ostras,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Instagram,Manhã,21/09/2022,0.0,117,1
231,19,public,Cursando o 3º ano do Ensino Médio,SP,Guarulhos,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Site de notícias,Já concluí,21/09/2022,2.0,117,1
232,18,public,Cursando o 3º ano do Ensino Médio,SP,Diadema,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Junior Achievement,Já concluí,21/09/2022,0.0,117,1
233,18,public,Cursando o 3º ano do Ensino Médio,SP,Mauá,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Google,Já concluí,21/09/2022,0.0,117,1
234,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de ex-aluno do PROA ou atual,Já concluí,21/09/2022,1.0,117,0
235,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Noite,21/09/2022,0.0,117,1
236,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Quase nada,Celular próprio,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Manhã,21/09/2022,0.0,117,0
240,18,public,Cursando o 3º ano do Ensino Médio,SP,Itaquaquecetuba,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Celular compartilhado com outro familiar/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Manhã,21/09/2022,1.0,117,1
241,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,1,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,21/09/2022,0.0,117,1
242,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Celular compartilhado com outro familiar/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Google,Manhã,21/09/2022,0.0,117,1
243,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Indicação de familiar,Noite,21/09/2022,0.0,117,0
244,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Programa de televisão,Tarde,21/09/2022,0.0,117,1
245,18,public,Cursando o 3º ano do Ensino Médio,RJ,Itaperuna,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Celular compartilhado com outro familiar/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação do iFood,Manhã,21/09/2022,1.0,117,1
246,17,public,Cursando o 3º ano do Ensino Médio,RJ,Duque de Caxias,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,9,Até 1 salário mínimo (até R$1.100),Google,Manhã,21/09/2022,5.0,117,1
250,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Indicação de familiar,Já concluí,21/09/2022,0.0,117,1
251,21,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Google,Já concluí,21/09/2022,0.0,117,1
252,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Já concluí,21/09/2022,77.0,117,1
254,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Divulgação do iFood,Noite,21/09/2022,0.0,117,1
255,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Noite,21/09/2022,3.0,117,1
256,21,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Programa de televisão,Já concluí,21/09/2022,0.0,117,1
260,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Junior Achievement,Integral,21/09/2022,0.0,117,0
261,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Já concluí,21/09/2022,0.0,117,1
262,17,public,Cursando o 3º ano do Ensino Médio,SP,Sorocaba,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Cartaz ou folheto,Noite,21/09/2022,0.0,117,1
263,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),ETEC ou cursos do Centro Paula Souza,Integral,21/09/2022,0.0,117,0
264,19,public,Cursando o 3º ano do Ensino Médio,SP,Santo André,Sim,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Já concluí,21/09/2022,35.0,117,1
265,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),ETEC ou cursos do Centro Paula Souza,Já concluí,21/09/2022,0.0,117,1
266,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Junior Achievement,Noite,21/09/2022,0.0,117,0
270,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Cartaz ou folheto,Já concluí,21/09/2022,4.0,117,1
271,19,public,Ensino Médio concluído e não estudando,RJ,Nova Iguaçu,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Manhã,21/09/2022,1.0,117,0
272,19,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Sim,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Outros,Já concluí,21/09/2022,1.0,117,1
273,16,public,Cursando o 3º ano do Ensino Médio,SP,Guarujá,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instituto Cyrela,Tarde,21/09/2022,0.0,117,0
274,19,public,Cursando o 3º ano do Ensino Médio,SP,Adamantina,Sim,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Telecentro,Já concluí,21/09/2022,0.0,117,0
275,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),ETEC ou cursos do Centro Paula Souza,Manhã,21/09/2022,0.0,117,0
276,20,public,Cursando o 3º ano do Ensino Médio,RJ,Duque de Caxias,Sim,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Google,Já concluí,21/09/2022,0.0,117,1
280,18,public,Cursando o 3º ano do Ensino Médio,SP,Diadema,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Tablet próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Noite,21/09/2022,0.0,117,1
281,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Site de notícias,Já concluí,21/09/2022,57.0,117,1
282,21,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,21/09/2022,0.0,117,1
283,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Divulgação do iFood,Manhã,21/09/2022,0.0,117,1
284,18,public,Cursando o 3º ano do Ensino Médio,SP,Poá,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Junior Achievement,Já concluí,21/09/2022,0.0,117,1
285,18,public,Cursando o 3º ano do Ensino Médio,RJ,Magé,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Manhã,21/09/2022,4.0,117,0
286,18,public,Cursando o 3º ano do Ensino Médio,RJ,Sapucaia,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Divulgação na escola,Manhã,21/09/2022,7.0,117,1
290,18,public,Cursando o 3º ano do Ensino Médio,RJ,Magé,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Manhã,21/09/2022,65.0,117,0
291,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Noite,21/09/2022,1.0,117,1
292,18,public,Cursando o 3º ano do Ensino Médio,RJ,Teresópolis,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação do iFood,Manhã,21/09/2022,0.0,117,1
293,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Divulgação do iFood,Integral,21/09/2022,0.0,117,0
294,18,public,Ensino Médio concluído e não estudando,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Integral,21/09/2022,0.0,117,1
295,17,public,Cursando o 3º ano do Ensino Médio,RJ,Sapucaia,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação do iFood,Manhã,21/09/2022,0.0,117,1
296,17,public,Ensino Médio concluído e não estudando,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Junior Achievement,Manhã,21/09/2022,0.0,117,0
300,20,public,Cursando o 3º ano do Ensino Médio,RJ,Duque de Caxias,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Tablet próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Outros,Já concluí,21/09/2022,3.0,117,0
301,18,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Friburgo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação do iFood,Integral,21/09/2022,0.0,117,1
302,19,public,Cursando o 3º ano do Ensino Médio,RJ,Itaocara,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Manhã,21/09/2022,32.0,117,0
303,19,public,Cursando o Ensino Superior,RJ,São Gonçalo,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Telecentro,Já concluí,21/09/2022,0.0,117,0
304,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Integral,21/09/2022,0.0,117,1
305,17,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Friburgo,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação do iFood,Manhã,21/09/2022,0.0,117,1
306,17,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Friburgo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Divulgação na escola,Manhã,21/09/2022,3.0,117,0
310,18,public,Cursando o 3º ano do Ensino Médio,SP,Santo André,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Já concluí,21/09/2022,8.0,117,1
311,18,public,Cursando o 3º ano do Ensino Médio,RJ,Trajano de Moraes,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Divulgação do iFood,Integral,22/09/2022,0.0,116,1
312,18,public,Cursando o 3º ano do Ensino Médio,RJ,Cachoeiras de Macacu,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Divulgação do iFood,Integral,22/09/2022,0.0,116,0
313,17,public,Cursando o 3º ano do Ensino Médio,RJ,Cachoeiras de Macacu,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação do iFood,Integral,22/09/2022,0.0,116,1
314,19,public,Cursando o 3º ano do Ensino Médio,RJ,Cachoeiras de Macacu,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Divulgação do iFood,Noite,22/09/2022,0.0,116,1
315,18,public,Ensino Médio concluído e não estudando,RJ,Cachoeiras de Macacu,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Tablet próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Manhã,22/09/2022,9.0,116,0
316,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,7,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Noite,22/09/2022,0.0,116,1
320,19,public,Cursando o 3º ano do Ensino Médio,SP,Guarulhos,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Instagram,Manhã,22/09/2022,0.0,116,1
321,17,public,Cursando o 3º ano do Ensino Médio,SC,Florianópolis,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Outros,Tarde,22/09/2022,7.0,116,1
322,18,public,Cursando o 3º ano do Ensino Médio,RJ,Magé,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Manhã,22/09/2022,0.0,116,1
323,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Noite,22/09/2022,41.0,116,1
324,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de ex-aluno do PROA ou atual,Já concluí,22/09/2022,0.0,116,1
325,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Indicação de ex-aluno do PROA ou atual,Noite,22/09/2022,4.0,116,0
326,18,public,Cursando o 3º ano do Ensino Médio,RJ,Cordeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Divulgação na escola,Integral,22/09/2022,0.0,116,1
330,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Divulgação do iFood,Noite,22/09/2022,0.0,116,1
331,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação do iFood,Integral,22/09/2022,0.0,116,1
332,17,public,Cursando o 3º ano do Ensino Médio,RJ,Angra dos Reis,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Divulgação do iFood,Manhã,22/09/2022,0.0,116,1
333,17,public,Cursando o 3º ano do Ensino Médio,RJ,Campos dos Goytacazes,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Divulgação do iFood,Manhã,22/09/2022,0.0,116,1
334,18,public,Cursando o 3º ano do Ensino Médio,SP,Cotia,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Site de notícias,Já concluí,22/09/2022,6.0,116,1
335,19,public,Cursando o 3º ano do Ensino Médio,RJ,Mangaratiba,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Noite,22/09/2022,0.0,116,1
336,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Integral,22/09/2022,0.0,116,1
340,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Tablet compartilhado,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,22/09/2022,0.0,116,1
341,18,public,Cursando o 3º ano do Ensino Médio,RJ,Angra dos Reis,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Outros,Tarde,22/09/2022,65.0,116,1
342,18,public,Cursando o 3º ano do Ensino Médio,RJ,Guapimirim,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Outros,Manhã,22/09/2022,1.0,116,1
343,19,public,Cursando o 3º ano do Ensino Médio,RJ,Magé,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular compartilhado com outro familiar/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Manhã,22/09/2022,6.0,116,1
344,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Divulgação do iFood,Manhã,22/09/2022,0.0,116,1
